Candidate,Party,Votes
KAGERI VISHWESHWAR HEGDE,Bharatiya Janata Party,70595
BHIMANNA NAIK,Indian National Congress,53134
SHASHIBHUSHAN HEGDE,Janata Dal (Secular),26625
AJJIBAL RAMANAND,Independent,981
ANNAPPA AKASH S.K.,Shivsena,909
ABDUL RAZAK SHAIKH,All India Mahila Empowerment Party,900
None of the Above,None of the Above,1935
