Candidate,Party,Votes
U.T.ABDUL KHADER,Indian National Congress,80813
SANTHOSH KUMAR RAI BOLIYARU,Bharatiya Janata Party,61074
K.ASHRAF,Janata Dal (Secular),3692
NITHIN KUTHAR,Communist Party of India (Marxist),2372
USMAN,All India Mahila Empowerment Party,586
None of the Above,None of the Above,821
