STATE,CONSTITUENCY,CANDIDATE,PARTY,VOTES
KARNATAKA,RANIBENNUR,HANUMANTAPPA D KABBAR,INDEPENDENT,740
KARNATAKA,RANIBENNUR,PARAJAN TABASUM KOPPAL,ALL INDIA MAHILA EMPOWERMENT PARTY,628
KARNATAKA,RANIBENNUR,SUNIL BANAKAR@ B A SUNIL,INDEPENDENT,311
KARNATAKA,RANIBENNUR,DILLEPPPA KENCHAPPA HITTALAMANI,JANATA DAL (UNITED),306
KARNATAKA,RANIBENNUR,SHIVAYOGISAMI MAHANUBHAVIMATH,INDEPENDENT,241
KARNATAKA,RANIBENNUR,NONE OF THE ABOVE,NONE OF THE ABOVE,1420
KARNATAKA,HIREKERUR,BASAVANAGOUDA PATIL,INDIAN NATIONAL CONGRESS,72461
KARNATAKA,HIREKERUR,UJANESHWARA BANAKAR,BHARATIYA JANATA PARTY,71906
KARNATAKA,HIREKERUR,SIDDAPPA GUDADAPPANAVAR,JANATA DAL (SECULAR),3597
KARNATAKA,HIREKERUR,RAJASHEKHAR DUDIHALLI,INDEPENDENT,555
KARNATAKA,HIREKERUR,MAHADEVAPPA MALAMMANAVAR,ALL INDIA MAHILA EMPOWERMENT PARTY,317
KARNATAKA,HIREKERUR,PARAMESHAPPA KAGINELLI,INDEPENDENT,312
KARNATAKA,HIREKERUR,MANJUNATH MANOHAR SANU,INDEPENDENT,193
KARNATAKA,HIREKERUR,VEERABHADRAPPA KUMBAR,KARNATAKA PRAGNYAVANTHA JANATHA PARTY,132
KARNATAKA,HIREKERUR,VINAY PATIL,JANA SAMANYARA PARTY (KARNATAKA),110
KARNATAKA,HIREKERUR,HARISH INGALAGONDI,KARNATAKA JANTHA PAKSHA,91
KARNATAKA,HIREKERUR,NONE OF THE ABOVE,NONE OF THE ABOVE,972
KARNATAKA,BYADGI,BALLARY VIRUPAKSHAPPA RUDRAPPA,BHARATIYA JANATA PARTY,91721
KARNATAKA,BYADGI,S.R.PATIL,INDIAN NATIONAL CONGRESS,70450
KARNATAKA,BYADGI,SHIVABASAPPA CHANNABASAPPA BAGANNANAVAR,BAHUJAN SAMAJ PARTY,875
KARNATAKA,BYADGI,SADAR SHIVAMURTHY BASAPPA,INDEPENDENT,726
KARNATAKA,BYADGI,UMESH YALLAPPA KARIGAR,INDEPENDENT,508
KARNATAKA,BYADGI,ARALIMARD ZAKEER HUSAIN,ALL INDIA MAHILA EMPOWERMENT PARTY,448
KARNATAKA,BYADGI,ANNAYYA NAGAPPA CHAVADI,JANA SAMANYARA PARTY (KARNATAKA),380
KARNATAKA,BYADGI,DAMODAR RAGHAVENDAR MARUTI,INDEPENDENT,256
KARNATAKA,BYADGI,NONE OF THE ABOVE,NONE OF THE ABOVE,1469
KARNATAKA,HAVERI,NEHARU OLEKAR,BHARATIYA JANATA PARTY,86565
KARNATAKA,HAVERI,RUDRAPPA LAMANI,INDIAN NATIONAL CONGRESS,75261
KARNATAKA,HAVERI,SANJAY DANGE,JANATA DAL (SECULAR),3099
KARNATAKA,HAVERI,BASAVARAJ NAGAPPA NAGAMMANAVAR,INDEPENDENT,1088
KARNATAKA,HAVERI,DURAGESH MEGALAMANI,BHAARATEEYA JANASHAKTHI CONGRESS,689
KARNATAKA,HAVERI,BABAKKA BALAYYA BALLARI,ALL INDIA MAHILA EMPOWERMENT PARTY,326
KARNATAKA,HAVERI,PRADEEP RAMANNA MALAGAVI,INDEPENDENT,319
KARNATAKA,HAVERI,KALAVATI CHAVHAN,INDEPENDENT,308
KARNATAKA,HAVERI,BASAVARAJ TEEKEHALLI,KARNATAKA JANTHA PAKSHA,247
KARNATAKA,HAVERI,KENCHAMMA HANUMANTAPPA NAGANOOR,BHARTIYABAHUJANKRANTI DAL,239
KARNATAKA,HAVERI,DURAGAPPA GALEPPA MADAR,INDEPENDENT,221
KARNATAKA,HAVERI,RENUKA KENCHALLANAVAR,REPUBLICAN PARTY OF INDIA (A),167
KARNATAKA,HAVERI,NONE OF THE ABOVE,NONE OF THE ABOVE,2062
KARNATAKA,SHIGGAON,BASAVARAJ BOMMAI,BHARATIYA JANATA PARTY,83868
KARNATAKA,SHIGGAON,SAYED AZEEMPEER KHADRI,INDIAN NATIONAL CONGRESS,74603
KARNATAKA,SHIGGAON,SOMANNA URF SWAMILING BEVINAMARAD,INDEPENDENT,7203
KARNATAKA,SHIGGAON,ASHOK BEVINAMAR,JANATA DAL (SECULAR),1353
KARNATAKA,SHIGGAON,SUNIL J A,INDEPENDENT,968
KARNATAKA,SHIGGAON,MAINUDDIN KATIB,ALL INDIA MAHILA EMPOWERMENT PARTY,950
KARNATAKA,SHIGGAON,SHIVAPPA KABANUR,INDEPENDENT,352
KARNATAKA,SHIGGAON,HATHIWALE SIKHANDAR,PRAJA PARIVARTAN PARTY,237
KARNATAKA,SHIGGAON,DUDDUSAB KANAVALLI,INDEPENDENT,143
KARNATAKA,SHIGGAON,MOHAN HITTANAGI,INDEPENDENT,111
KARNATAKA,SHIGGAON,MAHABUBAKHAN PATHAN,INDEPENDENT,102
KARNATAKA,SHIGGAON,PARAMESHI SHETIBAR,INDEPENDENT,95
KARNATAKA,SHIGGAON,NONE OF THE ABOVE,NONE OF THE ABOVE,1089
KARNATAKA,HANGAL,C M UDASI,BHARATIYA JANATA PARTY,80529
KARNATAKA,HANGAL,MANE SRINIVAS,INDIAN NATIONAL CONGRESS,74015
KARNATAKA,HANGAL,CHANDRAPPA JALAGAR,INDEPENDENT,4263
KARNATAKA,HANGAL,HANAMANTAPPA C TALAVAR,INDEPENDENT,1176
KARNATAKA,HANGAL,BOMMANAHALLI BABU,JANATA DAL (SECULAR),1028
KARNATAKA,HANGAL,UDACHAPPA BASAVANNEPPA UDDANAKAL,INDEPENDENT,839
KARNATAKA,HANGAL,AKKIVALLI HONNAPPA HANAMANTAPPA,INDEPENDENT,508
KARNATAKA,HANGAL,MAHABOOBALI SAGGUMANAVAR,INDEPENDENT,311
KARNATAKA,HANGAL,SHIDDAPPA KALLAPPA PUJAR,INDEPENDENT,267
KARNATAKA,HANGAL,RAVI LAMANI,INDEPENDENT,198
KARNATAKA,HANGAL,RAMAPPA SIDDAPPA BOMMOJI,INDEPENDENT,132
KARNATAKA,HANGAL,NONE OF THE ABOVE,NONE OF THE ABOVE,731
KARNATAKA,YELLAPUR,ARABAIL HEBBAR SHIVARAM,INDIAN NATIONAL CONGRESS,66290
KARNATAKA,YELLAPUR,ANDALAGI VEERABHADRAGOUDA SHIVANAGOUDA PATIL,BHARATIYA JANATA PARTY,64807
KARNATAKA,YELLAPUR,NAIK RAVINDRA A.,JANATA DAL (SECULAR),6263
KARNATAKA,YELLAPUR,JAMAKHANDI MAHABOOBALI,INDEPENDENT,524
KARNATAKA,YELLAPUR,NAGESH BHOVIWDDAR,INDEPENDENT,348
KARNATAKA,YELLAPUR,SACHIN NAIK BIN CHINTAMANI,SHIVSENA,311
KARNATAKA,YELLAPUR,NILAPPA KHEERAPPA LAMANI,BHARTIYABAHUJANKRANTI DAL,307
KARNATAKA,YELLAPUR,NONE OF THE ABOVE,NONE OF THE ABOVE,1421
KARNATAKA,SIRSI,KAGERI VISHWESHWAR HEGDE,BHARATIYA JANATA PARTY,70595
KARNATAKA,SIRSI,BHIMANNA NAIK,INDIAN NATIONAL CONGRESS,53134
KARNATAKA,SIRSI,SHASHIBHUSHAN HEGDE,JANATA DAL (SECULAR),26625
KARNATAKA,SIRSI,AJJIBAL RAMANAND,INDEPENDENT,981
KARNATAKA,SIRSI,ANNAPPA AKASH S.K.,SHIVSENA,909
KARNATAKA,SIRSI,ABDUL RAZAK SHAIKH,ALL INDIA MAHILA EMPOWERMENT PARTY,900
KARNATAKA,SIRSI,NONE OF THE ABOVE,NONE OF THE ABOVE,1935
KARNATAKA,BHATKAL,SUNIL BILIYA NAIK,BHARATIYA JANATA PARTY,83172
KARNATAKA,BHATKAL,MANKAL VAIDYA,INDIAN NATIONAL CONGRESS,77242
KARNATAKA,BHATKAL,GAPHUR SAB,ALL INDIA MAHILA EMPOWERMENT PARTY,1446
KARNATAKA,BHATKAL,RAJESH NAIK,INDEPENDENT,944
KARNATAKA,BHATKAL,ABDUL RAHIMAN,INDEPENDENT,569
KARNATAKA,BHATKAL,PRAKASH PINTO,INDEPENDENT,527
KARNATAKA,BHATKAL,NONE OF THE ABOVE,NONE OF THE ABOVE,1986
KARNATAKA,KUMTA,DINAKAR KESHAV SHETTY,BHARATIYA JANATA PARTY,59392
KARNATAKA,KUMTA,SHARADA MOHAN SHETTY,INDIAN NATIONAL CONGRESS,26642
KARNATAKA,KUMTA,SURAJ NAIK SONI,INDEPENDENT,20474
KARNATAKA,KUMTA,NAYAK PRADEEP DAYANAND,JANATA DAL (SECULAR),16561
KARNATAKA,KUMTA,YASHODHAR G. NAIK,INDEPENDENT,11512
KARNATAKA,KUMTA,KRISHNA JATTI GOUDA,INDEPENDENT,5089
KARNATAKA,KUMTA,MOHAN BAGLU PATGAR,INDIAN NEW CONGRESS PARTY,1274
KARNATAKA,KUMTA,NAGRAJ .N. NAIK,ALL INDIA MAHILA EMPOWERMENT PARTY,984
KARNATAKA,KUMTA,SUMANA HEGDE,INDEPENDENT,758
KARNATAKA,KUMTA,PRASHANT SHANKAR NAIK,INDEPENDENT,531
KARNATAKA,KUMTA,GANESH AMKUSH GOUDA,INDEPENDENT,412
KARNATAKA,KUMTA,NAGRAJ SHRIDHAR SHET,RASHTRIYA JANSAMBHAVNA PARTY,356
KARNATAKA,KUMTA,NONE OF THE ABOVE,NONE OF THE ABOVE,2192
KARNATAKA,KARWAR,ROOPALI SANTOSH NAIK,BHARATIYA JANATA PARTY,60339
KARNATAKA,KARWAR,ANAND VASANT ASNOTIKAR,JANATA DAL (SECULAR),46275
KARNATAKA,KARWAR,SATISH KRISHNA SAIL,INDIAN NATIONAL CONGRESS,45071
KARNATAKA,KARWAR,MADHAV BABU NAYAK,NATIONALIST CONGRESS PARTY,3751
KARNATAKA,KARWAR,KUNDABAI PARULEKAR,RASHTRIYA JANSAMBHAVNA PARTY,1617
KARNATAKA,KARWAR,KISHORE JAGANNATH SAWANT,INDEPENDENT,686
KARNATAKA,KARWAR,NONE OF THE ABOVE,NONE OF THE ABOVE,2359
KARNATAKA,HALIYAL,DESHPANDE R.V,INDIAN NATIONAL CONGRESS,61577
KARNATAKA,HALIYAL,SUNIL HEGADE,BHARATIYA JANATA PARTY,56437
KARNATAKA,HALIYAL,K. R.RAMESH,JANATA DAL (SECULAR),7209
KARNATAKA,HALIYAL,T. R. CHANDRASHEKHAR,INDEPENDENT,2629
KARNATAKA,HALIYAL,YAMUNA GAONKAR,COMMUNIST PARTY OF INDIA (MARXIST),1127
KARNATAKA,HALIYAL,KAKKERI BADESAB HUSSAINSAB,ALL INDIA MAHILA EMPOWERMENT PARTY,913
KARNATAKA,HALIYAL,JAHANGIR BABA KHAN,INDIAN NEW CONGRESS PARTY,559
KARNATAKA,HALIYAL,SHANKAR BASAVANT FAKRI,SHIVSENA,546
KARNATAKA,HALIYAL,ELIYAS KATI,INDEPENDENT,411
KARNATAKA,HALIYAL,NONE OF THE ABOVE,NONE OF THE ABOVE,1275
KARNATAKA,KALGHATGI,C M NIMBANNAVAR,BHARATIYA JANATA PARTY,83267
KARNATAKA,KALGHATGI,SANTOSH S LAD,INDIAN NATIONAL CONGRESS,57270
KARNATAKA,KALGHATGI,RAJU R KALAGHATAGI,INDEPENDENT,4898
KARNATAKA,KALGHATGI,AMBADAGATTI SHIVANAND RUDRAPPA,JANATA DAL (SECULAR),1174
KARNATAKA,KALGHATGI,INAYATULLA MAKTUMHUSEN TOLAGI,BHARTIYABAHUJANKRANTI DAL,710
KARNATAKA,KALGHATGI,SHANKAR NINGAPPA HUDDAR,INDEPENDENT,683
KARNATAKA,KALGHATGI,BABAJAN IMAMSAB TADKOD,INDEPENDENT,453
KARNATAKA,KALGHATGI,SHRINIVAS C K KONDAYYA VEMU,INDEPENDENT,402
KARNATAKA,KALGHATGI,RAJESAB MOULASAB DARAGAD,INDEPENDENT,331
KARNATAKA,KALGHATGI,KULAKARNI SUVARNA GOVINDROA,JANA SAMANYARA PARTY (KARNATAKA),294
KARNATAKA,KALGHATGI,MAHABOOBSAB (PEERA) MADARASAB MAKANADAR,INDEPENDENT,260
KARNATAKA,KALGHATGI,IRAPPA SOMAPPA KALE,SHIVSENA,244
KARNATAKA,KALGHATGI,BASAPPA RAMAPPA AIHOLLI,ALL INDIA MAHILA EMPOWERMENT PARTY,197
KARNATAKA,KALGHATGI,SHANKAR SANGAPPA ROTTIGAWAD,KARNATAKA JANTHA PAKSHA,175
KARNATAKA,KALGHATGI,VEERUPAKSHI BASAVANTAPPA BADIGER,SARVA JANATA PARTY,104
KARNATAKA,KALGHATGI,NONE OF THE ABOVE,NONE OF THE ABOVE,1440
KARNATAKA,HUBLI-DHARWAD- WEST,ARVIND BELLAD,BHARATIYA JANATA PARTY,96462
KARNATAKA,HUBLI-DHARWAD- WEST,MOHAMMAD ISMAIL TAMATGAR,INDIAN NATIONAL CONGRESS,55975
KARNATAKA,HUBLI-DHARWAD- WEST,MAKTUMHUSENI SOGALAD,INDEPENDENT,670
KARNATAKA,HUBLI-DHARWAD- WEST,RAMA RANGANATH KULKARNI,INDEPENDENT,441
KARNATAKA,HUBLI-DHARWAD- WEST,JAVEEDAHAMED BELGAUMKAR,JANATA DAL (UNITED),414
KARNATAKA,HUBLI-DHARWAD- WEST,IRAPPA K. EMMI,NATIONALIST CONGRESS PARTY,389
KARNATAKA,HUBLI-DHARWAD- WEST,NAGARAJ C BADIGER,INDEPENDENT,281
KARNATAKA,HUBLI-DHARWAD- WEST,LATHA NETHAJI TERDAL,ALL INDIA MAHILA EMPOWERMENT PARTY,279
KARNATAKA,HUBLI-DHARWAD- WEST,CHANDRASHEKHAR ANEMATH,INDEPENDENT,243
KARNATAKA,HUBLI-DHARWAD- WEST,MANJUNATH S. HALAGALIMATH,KARNATAKA PRAGNYAVANTHA JANATHA PARTY,193
KARNATAKA,HUBLI-DHARWAD- WEST,VINOD GHODKE,PROUTIST BLOC,India
KARNATAKA,HUBLI-DHARWAD- WEST,MANNARI VADIRAJ,ALL INDIA HINDUSTAN CONGRESS PARTY,108
KARNATAKA,HUBLI-DHARWAD- WEST,RAJU KAMBLE,AZAD MAZDOOR KISSAN PARTY,107
KARNATAKA,HUBLI-DHARWAD- WEST,REVANSHIDDAPPA BASAVARAJ TALAWAR,JANAHITHA PAKSHA,90
KARNATAKA,HUBLI-DHARWAD- WEST,NONE OF THE ABOVE,NONE OF THE ABOVE,1962
KARNATAKA,HUBLI-DHARWAD CENTRAL,JAGADISH SHETTAR,BHARATIYA JANATA PARTY,74985
KARNATAKA,HUBLI-DHARWAD CENTRAL,DR. MAHESH NALWAD,INDIAN NATIONAL CONGRESS,54041
KARNATAKA,HUBLI-DHARWAD CENTRAL,RAJANNA M. KORAVI,JANATA DAL (SECULAR),10687
KARNATAKA,HUBLI-DHARWAD CENTRAL,GOPAL KULKARNI,INDEPENDENT,748
KARNATAKA,HUBLI-DHARWAD CENTRAL,MAQBOOLAHMED KUSNOOR,INDEPENDENT,656
KARNATAKA,HUBLI-DHARWAD CENTRAL,MOHAMMED JAVEED MUDGAL,INDEPENDENT,530
KARNATAKA,HUBLI-DHARWAD CENTRAL,PHILOMINA PENDEM,ALL INDIA MAHILA EMPOWERMENT PARTY,454
KARNATAKA,HUBLI-DHARWAD CENTRAL,SANTOSH P. NARGUND,AAM AADMI PARTY,451
KARNATAKA,HUBLI-DHARWAD CENTRAL,DEEPAK B. SHIROLIKAR,INDEPENDENT,368
KARNATAKA,HUBLI-DHARWAD CENTRAL,RIZWANA IMRAN YARAGATTI,INDEPENDENT,341
KARNATAKA,HUBLI-DHARWAD CENTRAL,AYYAPPA SHIRAKOL,INDEPENDENT,282
KARNATAKA,HUBLI-DHARWAD CENTRAL,DHARWAD ABDUL RAHAMAN KHAN,INDEPENDENT,235
KARNATAKA,HUBLI-DHARWAD CENTRAL,SANGAMESHWAR I. AIHOLLI,INDEPENDENT,226
KARNATAKA,HUBLI-DHARWAD CENTRAL,MOHAMMED SADIQ BARUDAWALE,INDEPENDENT,217
KARNATAKA,HUBLI-DHARWAD CENTRAL,TAKAPPA YALLAPPA KALAL,INDEPENDENT,144
KARNATAKA,HUBLI-DHARWAD CENTRAL,H. L. HAVARAGI,INDEPENDENT,132
KARNATAKA,HUBLI-DHARWAD CENTRAL,HIDAYAT ALI KHAN PATHAN,INDEPENDENT,106
KARNATAKA,HUBLI-DHARWAD CENTRAL,MAGAJIKONDI SHRIKANT,KARNATAKA JANTHA PAKSHA,101
KARNATAKA,HUBLI-DHARWAD CENTRAL,MAHADEVASWAMY M. MADAIAH,REPUBLICAN PARTY OF INDIA (A),100
KARNATAKA,HUBLI-DHARWAD CENTRAL,SUNANDA V. KARDIGUDDA,INDEPENDENT,95
KARNATAKA,HUBLI-DHARWAD CENTRAL,REVANASIDDAPPA S. HANDED,INDEPENDENT,88
KARNATAKA,HUBLI-DHARWAD CENTRAL,VITTAL PAWAR,SHIVSENA,79
KARNATAKA,HUBLI-DHARWAD CENTRAL,ANAND RAJ DOKKA,INDEPENDENT,79
KARNATAKA,HUBLI-DHARWAD CENTRAL,ABHAY KUMAR HAVALAD,INDEPENDENT,79
KARNATAKA,HUBLI-DHARWAD CENTRAL,VEERAPPA HOLABASAPPA ARAKERI,INDEPENDENT,57
KARNATAKA,HUBLI-DHARWAD CENTRAL,KABADI S.N.,INDEPENDENT,49
KARNATAKA,HUBLI-DHARWAD CENTRAL,NONE OF THE ABOVE,NONE OF THE ABOVE,1016
KARNATAKA,HUBLI-DHARWAD-EAST,ABBAYYA PRASAD,INDIAN NATIONAL CONGRESS,77080
KARNATAKA,HUBLI-DHARWAD-EAST,CHANDRASHEKAR GOKAK,BHARATIYA JANATA PARTY,55613
KARNATAKA,HUBLI-DHARWAD-EAST,SHOBHA BALLARI,BAHUJAN SAMAJ PARTY,722
KARNATAKA,HUBLI-DHARWAD-EAST,SUBHAS SHIVAPPA TEGGI,INDEPENDENT,473
KARNATAKA,HUBLI-DHARWAD-EAST,SAHADEVAPPA D MALAGI,ALL INDIA MAHILA EMPOWERMENT PARTY,378
KARNATAKA,HUBLI-DHARWAD-EAST,BASAVARAJ SANJEEVAPPA BAJANTRI,INDEPENDENT,201
KARNATAKA,HUBLI-DHARWAD-EAST,GANGADHAR G PERUR,INDEPENDENT,201
KARNATAKA,HUBLI-DHARWAD-EAST,SARASWATHI RAYAPPA KATTIMANI,LOK AWAZ DAL,169
KARNATAKA,HUBLI-DHARWAD-EAST,NONE OF THE ABOVE,NONE OF THE ABOVE,1260
KARNATAKA,DHARWAD,AMRUT AYYAPPA DESAI,BHARATIYA JANATA PARTY,85123
KARNATAKA,DHARWAD,VINAY KULKARNI,INDIAN NATIONAL CONGRESS,64783
KARNATAKA,DHARWAD,TIRAKAPPA SADEPPA JAMANAL (SHRIKANT),JANATA DAL (SECULAR),1263
KARNATAKA,DHARWAD,KANTIMATH V RAJASHEKARAYYA,INDEPENDENT,794
KARNATAKA,DHARWAD,NAGAPPA KAREPPA KARENNAVAR,JANAHITHA PAKSHA,651
KARNATAKA,DHARWAD,BASAVARAJ YALLAPPA PARASANNAVAR,INDEPENDENT,285
KARNATAKA,DHARWAD,SHAKHIL ABDULSATTAR DODAVAD,INDEPENDENT,284
KARNATAKA,DHARWAD,FIROZKHAN GULABKHAN HAWALDAR,LOK AWAZ DAL,170
KARNATAKA,DHARWAD,BASAVARAJ UDDINAKOPPA,AZAD MAZDOOR KISSAN PARTY,157
KARNATAKA,DHARWAD,SRI S F PATIL,AAM AADMI PARTY,153
KARNATAKA,DHARWAD,NONE OF THE ABOVE,NONE OF THE ABOVE,1967
KARNATAKA,KUNDGOL,CHANNABASAPPA SATHYAPPA SHIVALLI,INDIAN NATIONAL CONGRESS,64871
KARNATAKA,KUNDGOL,CHIKKANAGOUDRA SIDDANAGOUD ISHWARAGOD,BHARATIYA JANATA PARTY,64237
KARNATAKA,KUNDGOL,HAJARATALI A SHEKH JODAMANI,JANATA DAL (UNITED),7318
KARNATAKA,KUNDGOL,AKKI MALLIKARJUNA SAHADEVAPPA,JANATA DAL (SECULAR),6280
KARNATAKA,KUNDGOL,BASAVARAJ SHIVAPPA SOMAVARAD,INDIAN NEW CONGRESS PARTY,827
KARNATAKA,KUNDGOL,SHANTAPPA VEERAPPA ALADAKATTI,INDEPENDENT,684
KARNATAKA,KUNDGOL,VEERAPPA GURUSHANTAPPA MARADAGI,INDEPENDENT,604
KARNATAKA,KUNDGOL,SHAILA SURESH GONI,ALL INDIA MAHILA EMPOWERMENT PARTY,476
KARNATAKA,KUNDGOL,NAGAPPA YALLAPPA BALAGALI,INDEPENDENT,308
KARNATAKA,KUNDGOL,IRAYYA SHIVALINGAYYA HIREMATH,INDEPENDENT,302
KARNATAKA,KUNDGOL,YALLAPPA HANAMAPPA DABAGONDI,INDEPENDENT,297
KARNATAKA,KUNDGOL,NINGAPPA SIDDAPPA BADIGER,INDEPENDENT,288
KARNATAKA,KUNDGOL,NONE OF THE ABOVE,NONE OF THE ABOVE,1032
KARNATAKA,NAVALGUND,SHANKAR B. PATIL MUNENAKOPPA,BHARATIYA JANATA PARTY,65718
KARNATAKA,NAVALGUND,N. H. KONARADDI,JANATA DAL (SECULAR),45197
KARNATAKA,NAVALGUND,ASUTI VINOD KASHINATH,INDIAN NATIONAL CONGRESS,38906
KARNATAKA,NAVALGUND,SHIVANAND BASAPPA KARIGAR,INDEPENDENT,4555
KARNATAKA,NAVALGUND,RAGHAVENDRA SHANKRAPPA TERADAL,INDEPENDENT,980
KARNATAKA,NAVALGUND,GURAPPA NAGAPPA TOTAD,JANATA DAL (UNITED),776
KARNATAKA,NAVALGUND,RADDER SHRIDHAR BHEEMAPPA,INDEPENDENT,302
KARNATAKA,NAVALGUND,MALANNAVAR SIDDALINGAPPA BHEEMAPPA,INDEPENDENT,242
KARNATAKA,NAVALGUND,DR. JEDAR M.G,JANA SAMANYARA PARTY (KARNATAKA),236
KARNATAKA,NAVALGUND,RAMESH NAVALGUND BIN VENKAPPA,ALL INDIA MAHILA EMPOWERMENT PARTY,227
KARNATAKA,NAVALGUND,KRISHNARADDI KENCHARADDIYAVARA,INDEPENDENT,190
KARNATAKA,NAVALGUND,AYYAPPA SHIRAKOL,INDEPENDENT,158
KARNATAKA,NAVALGUND,MABUSAB RAJESAB DHARAWAD,HINDUSTAN JANTA PARTY,145
KARNATAKA,NAVALGUND,NONE OF THE ABOVE,NONE OF THE ABOVE,1914
KARNATAKA,NARGUND,CHANDRAKANTAGOUDA CHANNAPPAGOUDA PATIL,BHARATIYA JANATA PARTY,73045
KARNATAKA,NARGUND,BASAVARADDI RANGARADDI YAVAGAL,INDIAN NATIONAL CONGRESS,65066
KARNATAKA,NARGUND,GIRIMALLANAGOUDA ISHWARAGOUDA PATIL,JANATA DAL (SECULAR),2456
KARNATAKA,NARGUND,DANAPPAGOUDA BHEEMANAGOUDA DANAPPAGOUDAR,SHIVSENA,903
KARNATAKA,NARGUND,HASHIMALI SAIYADSAB KHAJI,INDIAN NEW CONGRESS PARTY,685
KARNATAKA,NARGUND,SHAKUNTALA YAMANAPPA KONDABENGI,INDEPENDENT,673
KARNATAKA,NARGUND,SURESH MAHARUDRAPPA MUNDARAGI,BHARATIYA RASHTRIYA MAHILA SARVODAYA CONGRESS,303
KARNATAKA,NARGUND,MUTTU SABANNA SURAKOD,JANA SAMANYARA PARTY (KARNATAKA),291
KARNATAKA,NARGUND,NONE OF THE ABOVE,NONE OF THE ABOVE,1173
KARNATAKA,RON,KALAKAPPA BANDI,BHARATIYA JANATA PARTY,83735
KARNATAKA,RON,GURUPADAGOUDA PATIL,INDIAN NATIONAL CONGRESS,76401
KARNATAKA,RON,RAVINDRANATH JAMBUNATH DODDAMETI,JANATA DAL (SECULAR),3421
KARNATAKA,RON,SUNILKUMAR BAHMANAPAD,INDEPENDENT,1813
KARNATAKA,RON,MALLIKARJUN HADAPAD,COMMUNIST PARTY OF INDIA (MARXIST),1177
KARNATAKA,RON,SHARANAPPA DHARMAYAT,INDEPENDENT,318
KARNATAKA,RON,G A LAXMINARAYANAGOUDA,INDEPENDENT,232
KARNATAKA,RON,SAYYAD KHALID KOPPAL,ALL INDIA MAHILA EMPOWERMENT PARTY,226
KARNATAKA,RON,ASHOK BEVINAKATTI,SHIVSENA,170
KARNATAKA,RON,PAKIRAPPA TEGGINAMANI,INDEPENDENT,130
KARNATAKA,RON,PRAMOD,INDEPENDENT,103
KARNATAKA,RON,BASAVARAJ DESAYI,JANATA DAL (UNITED),83
KARNATAKA,RON,NAGARATNA CHANDRASHEKAR DESAYI,RANI CHENNAMMA PARTY,81
KARNATAKA,RON,NONE OF THE ABOVE,NONE OF THE ABOVE,2671
KARNATAKA,GADAG,HANAMANTAGOUDA KRISHNAGOUDA PATIL,INDIAN NATIONAL CONGRESS,77699
KARNATAKA,GADAG,ANIL MENSINAKAI,BHARATIYA JANATA PARTY,75831
KARNATAKA,GADAG,BASANAGOUDA M PATIL,INDIAN NEW CONGRESS PARTY,1043
KARNATAKA,GADAG,MANJUNATH BASAPPA ABBIGERI,INDEPENDENT,1034
KARNATAKA,GADAG,MAHABOOBSAB R SOMPUR,BAHUJAN SAMAJ PARTY,985
KARNATAKA,GADAG,SHIRAJ URF SHIRAJAHMAD BALLARY,ALL INDIA MAHILA EMPOWERMENT PARTY,791
KARNATAKA,GADAG,VISHWANATH KHANAPUR,INDEPENDENT,422
KARNATAKA,GADAG,ABDULKHADARSAB A,INDEPENDENT,272
KARNATAKA,GADAG,MALLIKARJUN BASAPPA DESAI,RANI CHENNAMMA PARTY,219
KARNATAKA,GADAG,SHIVARADDEPPA S REDDAR,JANATA DAL (UNITED),187
KARNATAKA,GADAG,NONE OF THE ABOVE,NONE OF THE ABOVE,2007
KARNATAKA,SHIRAHATTI,RAMAPPA SOBEPPA LAMANI,BHARATIYA JANATA PARTY,91967
KARNATAKA,SHIRAHATTI,DODDAMANI RAMAKRISHNA SHIDLINGAPPA,INDIAN NATIONAL CONGRESS,61974
KARNATAKA,SHIRAHATTI,CHANDRAKANTH SUBHAS KADROLLI,BAHUJAN SAMAJ PARTY,939
KARNATAKA,SHIRAHATTI,ARUNKUMAR VEERANNA TIRLAPUR,JANAHITHA PAKSHA,867
KARNATAKA,SHIRAHATTI,DODDAMANI MALLIKARJUN YALLAPPA,ALL INDIA MAHILA EMPOWERMENT PARTY,846
KARNATAKA,SHIRAHATTI,AMRUTA RATNAKAR YENI,INDEPENDENT,651
KARNATAKA,SHIRAHATTI,RAJAVENKATESH DEVARAJ KARABHARI,RANI CHENNAMMA PARTY,573
KARNATAKA,SHIRAHATTI,DURAGAPPA LAXMAPPA HARIJAN,INDEPENDENT,539
KARNATAKA,SHIRAHATTI,L NARAYANASWAMY,BHARATIYA REPUBLICAN PAKSHA,522
KARNATAKA,SHIRAHATTI,GEETA KRISHNA NAYAK,NATIONALIST CONGRESS PARTY,267
KARNATAKA,SHIRAHATTI,KUMAR BHIMASHEPPA LAMANI,BHARTIYABAHUJANKRANTI DAL,250
KARNATAKA,SHIRAHATTI,NONE OF THE ABOVE,NONE OF THE ABOVE,1209
KARNATAKA,KOPPAL,K. RAGHAVENDRA BASAVARAJ HITNAL,INDIAN NATIONAL CONGRESS,98783
KARNATAKA,KOPPAL,AMARESH SANGANNA KARADI,BHARATIYA JANATA PARTY,72432
KARNATAKA,KOPPAL,K. M. SYED,JANATA DAL (SECULAR),4185
KARNATAKA,KOPPAL,MANJUNATH GAVISIDDAPPA PALLED,JANAHITHA PAKSHA,966
