Candidate,Party,Votes
B. HARSHAVARDHAN,Bharatiya Janata Party,78030
KALALE N. KESHAVAMURTHY,Indian National Congress,65551
DAYANANDAMURTHY. H. S.,Janata Dal (Secular),13679
DODDASWAMY,Ambedkarite Party of India,1363
BASAVARAJU. C.,All India Mahila Empowerment Party,753
CHIKKANNA,Independent,621
RENUKA SURESH,Independent,598
ANANDA MAHADEVANAGARA,Independent,502
S. GOVINDANAYAKA,Independent,468
C.M.NAGARAJ,Dr. Ambedkar Samajvadi Democratic Party,467
None of the Above,None of the Above,1947
