Candidate,Party,Votes
RAJA VENKATAPPA NAYAK,Janata Dal (Secular),53548
DR TANUSREE @ PREETI,Independent,37733
SHARANAPPA K GUDADINNI,Bharatiya Janata Party,30250
G HAMPAYYA NAYAK,Indian National Congress,28177
KRISHNA NAYAK,All India Mahila Empowerment Party,1240
R.MUDUKAPPA NAYAK,Independent,1235
None of the Above,None of the Above,1870
