Candidate,Party,Votes
S.KUMARA BANGARAPPA,Bharatiya Janata Party,72091
S.MADHU BANGARAPPA,Janata Dal (Secular),58805
RAJU. M. TALLURU,Indian National Congress,21721
ASADULLA T.K (ASOOD),All India Mahila Empowerment Party,748
SHAKUNTHALA SHIVAMURTHYGOWDA,Independent,739
PRAKASH SHIVAPPA TALAVARA.,Independent,416
J.S CHIDANANDA GOWDA JEDAGERI,Independent,346
H.B.GANGADHARAPPA. HUNAVALLI,Swaraj India,289
None of the Above,None of the Above,1039
