Candidate,Party,Votes
H HALAPPA HARATHALU,Bharatiya Janata Party,78475
KAGODU THIMMAPPA,Indian National Congress,70436
M B GIRISHGOWDA,Janata Dal (Secular),2100
KALAVATHI,All India Mahila Empowerment Party,927
KAMBALIKOPPA K LAKSHMANA,Independent,448
HARATE GAMAPPA MASTER,Independent,415
DUGURU PARAMESHWARA,Swaraj India,378
PADMAVATHI,Independent,254
None of the Above,None of the Above,1511
