Candidate,Party,Votes
AMAREGOUDA LINGANAGOUDA PATIL BAYYAPUR,Indian National Congress,87567
DODDANAGOUDA HANAMAGOUDA PATIL,Bharatiya Janata Party,69536
H.C.NEERAVARI,Janata Dal (Secular),4002
VAZEER B GONAL,Independent,1152
RAMANAGOUDA MALIPATIL,Independent,553
MANJULA MARIYAPPA MADIVAL,Indian New Congress Party,492
BALRAJ YADAV,Independent,335
YALLANAGOUDA,Rashtriya Jansambhavna Party,303
SHIVAREDDY SAHEBGOUDA,Hindustan Janta Party,249
None of the Above,None of the Above,1867
