Candidate,Party,Votes
BALLARY VIRUPAKSHAPPA RUDRAPPA,Bharatiya Janata Party,91721
S.R.PATIL,Indian National Congress,70450
SHIVABASAPPA CHANNABASAPPA BAGANNANAVAR,Bahujan Samaj Party,875
SADAR SHIVAMURTHY BASAPPA,Independent,726
UMESH YALLAPPA KARIGAR,Independent,508
ARALIMARD ZAKEER HUSAIN,All India Mahila Empowerment Party,448
ANNAYYA NAGAPPA CHAVADI,Jana Samanyara Party (Karnataka),380
DAMODAR RAGHAVENDAR MARUTI,Independent,256
None of the Above,None of the Above,1469
