Candidate,Party,Votes
PRABHU CHAUHAN,Bharatiya Janata Party,75061
VIJAYKUMAR,Indian National Congress,64469
DHANAJI,Janata Dal (Secular),2605
ANAND,BhartiyaBahujanKranti Dal,1233
PRAMODKUMAR,All India Mahila Empowerment Party,950
SANTOSH,Independent,653
ROSHAN,Shivsena,554
CHANDAR,Independent,553
DILIPKUMAR,Sarva Janata Party,367
None of the Above,None of the Above,964
