Candidate,Party,Votes
DODDANAGOUDA G PATIL,Bharatiya Janata Party,65012
KASHAPPANAVAR VIJAYANAND SHIVASHANKRAPPA,Indian National Congress,59785
S. R. NAVALIHIREMATH,Independent,25850
M. SHASHIKUMAR HALEPADI.,Independent,2359
AMARANNAVAR PRADEEP. SHANKARAGOUDA,Shivsena,922
BASANAGOUDA. RAMANAGOUDA METI,All India Mahila Empowerment Party,482
H. L. HAVARAGI,Praja Parivartan Party,425
None of the Above,None of the Above,1698
