Candidate,Party,Votes
ROOPALI SANTOSH NAIK,Bharatiya Janata Party,60339
ANAND VASANT ASNOTIKAR,Janata Dal (Secular),46275
SATISH KRISHNA SAIL,Indian National Congress,45071
MADHAV BABU NAYAK,Nationalist Congress Party,3751
KUNDABAI PARULEKAR,Rashtriya Jansambhavna Party,1617
KISHORE JAGANNATH SAWANT,Independent,686
None of the Above,None of the Above,2359
