Candidate,Party,Votes
ANGARA.S,Bharatiya Janata Party,95205
DR.B.RAGHU,Indian National Congress,69137
RAGHU,Bahujan Samaj Party,1472
SUNDARA.K,Independent,564
SANJEEV BABURAO KURANDWADA,Independent,391
CHANDRASHEKARA.K.PALLATHADKA,Independent,333
None of the Above,None of the Above,1310
