Candidate,Party,Votes
NARASIMHANAYAK (RAJUGOUDA),Bharatiya Janata Party,104426
RAJA VENKATAPPA NAIK,Indian National Congress,81858
RAJA KRISHNAPPA NAYAK,Janata Dal (Secular),4796
RAJA RAMAPPA NAYAK (JEJI),All India Mahila Empowerment Party,1513
YAMANAPPA,Independent,795
ANILKUMAR,Independent,772
HANAMANTRAYA,Independent,594
GOPAL,Independent,387
CHANDRAKANTH,Independent,335
None of the Above,None of the Above,1720
