Candidate,Party,Votes
S SURESH KUMAR,Bharatiya Janata Party,56271
G PADMAVATHI,Indian National Congress,46818
H.M. KRISHNAMURTHY,Janata Dal (Secular),13637
CHANDRE GOWDA,Samajwadi Party,233
B.T. NAGANNA,Independent,231
RAJU A.,Independent,227
NAGARAJ H.N.,Independent,184
PUSHPALATHA,Independent,163
SHALINI V N,Independent,161
M. LAKSHMI,Jai Vijaya Bharathi Party,96
PRASAD S,Jana Samanyara Party (Karnataka),74
VINAY GOWDA N.,Rani Chennamma Party,66
None of the Above,None of the Above,1931
