Candidate,Party,Votes
SHARANABASAPPA GOUDA DARSHANAPUR,Indian National Congress,78642
GURU PATIL SIRWAL,Bharatiya Janata Party,47668
AMEENRADDI YALAGI,Janata Dal (Secular),23329
AZAM ALI,All India Mahila Empowerment Party,1767
MANOHAR,Independent,1197
BASAVARAJ,Independent,1017
BHIMARAYA,Jana Samanyara Party (Karnataka),561
APPA SAHEBAGOUDA,Independent,480
ANWAR HUSSAIN,Independent,347
None of the Above,None of the Above,1422
