Candidate,Party,Votes
M P RENUKACHARYA,Bharatiya Janata Party,80624
SHANTHANAGOWDA D G,Indian National Congress,76391
KATHARI SATYANARAYANA RAO,Bahujan Samaj Party,1395
ABDUL RAHAMAN,All India Mahila Empowerment Party,491
SYED GOUSE H P,Independent,457
M RANGANATHASWAMY,Independent,388
GURUPADAIAH KABBINAKANTIMATT,Independent,297
S YELUMALAI,Independent,225
MANJUNATH A K,Independent,187
G C PATEL,Sarva Janata Party,162
None of the Above,None of the Above,1250
