Candidate,Party,Votes
P. T. PARAMESHWARA NAIK,Indian National Congress,54097
ODO GANGAPPA,Independent,44919
CHANDRANAIK. B,Bharatiya Janata Party,28255
KAYANNANAVARA PUTRAPPA,Janata Dal (Secular),8327
KRISHNA NAIK. L,All India Mahila Empowerment Party,1534
HARISH KUMAR. V,Karnataka Pragnyavantha Janatha Party,824
None of the Above,None of the Above,2024
