Candidate,Party,Votes
JARKIHOLI RAMESH LAXMANRAO,Indian National Congress,90249
ASHOK NINGAYYASWAMI PUJARI,Bharatiya Janata Party,75969
KAREPPA LAKKAPPA TALAWAR,Janata Dal (Secular),1553
PARAVIN JABBAR TAMBULE,All India Mahila Empowerment Party,1477
SHRINATH BALAPPA KAULAGI,Independent,923
SURESH BABURAO PATIL,Independent,656
RIYAZAHMED ABDULKHADAR PATAD,Independent,360
HIDAKAL IMAMASAB HUSENASAB,Independent,357
BABU MITTUSAB PHANIBAND,Independent,315
None of the Above,None of the Above,2121
