Candidate,Party,Votes
J N GANESH,Indian National Congress,80592
T H SURESH BABU,Bharatiya Janata Party,75037
K RAGHAVENDRA,Janata Dal (Secular),4832
B SHANTHI LAKSHMI,Pyramid Party of India,1217
V SHIVASHANKRAPPA,Communist Party of India (Marxist),1111
GALI MALLAYYA,Independent,846
None of the Above,None of the Above,2125
