Candidate,Party,Votes
ANAND SINGH,Indian National Congress,83214
H.R.GAVIYAPPA,Bharatiya Janata Party,74986
DEEPAK SINGH,Janata Dal (Secular),3835
T.S.SHEELA,Independent,638
G SHAFI SAB,Independent,463
SHABBIR H,Independent,330
S.ALIMBASHA,Independent,227
PA.YA.GANESH,Independent,196
S.M.MANOHAR,Independent,178
L.S.BASHEER AHAMED,Independent,173
UMESH.K,Independent,136
None of the Above,None of the Above,1754
