Candidate,Party,Votes
K MADALU VIRUPAKSHAPPA,Bharatiya Janata Party,73794
VADNAL RAJANNA,Indian National Congress,48014
D RAMESHA,Janata Dal (Secular),29106
MAHIMA J PATEL,Janata Dal (United),3954
B R RUDRESHA,Karnataka Rajya Ryota Sangha,684
VIJAYKUMAR M T,All India Mahila Empowerment Party,464
M B VEERABHADRAPPA,Independent,456
VIJAYAKUMARA PATIL B J,Independent,375
JAFFRULLA KHAN,Independent,177
H R HARISH,Akhil Bharat Hindu Mahasabha,124
None of the Above,None of the Above,946
