Candidate,Party,Votes
RAJESH NAIK U.,Bharatiya Janata Party,97802
B RAMANATHA RAI,Indian National Congress,81831
SHAMEER,All India Mahila Empowerment Party,760
BALAKRISHNA POOJARY PANOLIBAIL,Lok Awaz Dal,713
IBRAHIM KAILAR,Independent,503
None of the Above,None of the Above,946
