Candidate,Party,Votes
ARAGA JNANENDRA,Bharatiya Janata Party,67527
KIMMANE RATHNAKARA,Indian National Congress,45572
R.M. MANJUNATHA GOWDA,Janata Dal (Secular),40127
A.PUTTHABBA,All India Mahila Empowerment Party,762
SRILATHA SHETTY,Independent,525
SRINIVASA N S,Independent,477
T MUNEER,Independent,396
RATHNAKARA,Independent,339
None of the Above,None of the Above,1195
