Candidate,Party,Votes
A. T. RAMASWAMY,Janata Dal (Secular),85064
MANJU .A,Indian National Congress,74411
H. YOGARAMESHA,Bharatiya Janata Party,22679
SHESHEGOWDA,Indian New Congress Party,3559
MANJUNATHA .H .P,Bharatiya Dr. B.R.Ambedkar Janta Party,1035
H. T. SATHYA,All India Mahila Empowerment Party,486
LATHA .K .M,Republican Party of India (A),481
None of the Above,None of the Above,1189
