Candidate,Party,Votes
DR. G. PARAMESHWARA,Indian National Congress,81598
P.R. SUDHAKAR LAL,Janata Dal (Secular),73979
Y.H. HUCHHAIAH,Bharatiya Janata Party,12190
K V SRINIVAS KALKERE,Independent,622
SATHYAPPA,All India Mahila Empowerment Party,332
SHANTHA KUMAR V,Independent,308
DR. NANDINI A.C,Independent,205
MUTHURAJU P M,Independent,205
GANGAIAH.N.S,Independent,196
VENKATESHA,Independent,167
A V NAGARAJU,Independent,143
None of the Above,None of the Above,1351
