Candidate,Party,Votes
LINGESHA. K.S.,Janata Dal (Secular),64268
H.K. SURESH,Bharatiya Janata Party,44578
KEERTHANA RUDRESHAGOWDA,Indian National Congress,39519
THOLACHANAYKA B.D,Independent,1170
ARUNA N.R (ARUNGOWDA),Shivsena,675
SANGAMESHA. S.B,Independent,525
H.B.CHANDRAKANTHA,Republican Party of India (A),438
None of the Above,None of the Above,1106
