Candidate,Party,Votes
SURESH GOWDAA,Janata Dal (Secular),112396
N CHALUVARAYASWAMY,Indian National Congress,64729
GOWDA DR. PARTHASARATHY V.,Bharatiya Janata Party,1915
B. S. GOWDA,Karnataka Jantha Paksha,652
RUKMINI MALLIKARJUNA,Independent,384
A. YADAVANAHALLI P. C. KRISHNEGOWDA,Independent,186
VENKATESHA,Independent,184
B. V. DHARANENDRABABU,Independent,139
N. S. ASHOKA,Independent,136
VASIM ULLA KHAN,All India Mahila Empowerment Party,104
None of the Above,None of the Above,647
