Candidate,Party,Votes
ESHWAR KHANDRE,Indian National Congress,84673
D K SIDRAM,Bharatiya Janata Party,63235
KHANDRE PRAKASH,Janata Dal (Secular),15142
ESHWARAPPA CHAKOTE ADVOCATE,Janata Dal (United),668
VAIJINATH SHAPURE,Independent,577
BALAJIRAO,Independent,468
SHARAD,Independent,419
VENKAT BIRADAR,Shivsena,279
PUTTARAJ,Samajwadi Party,210
UMESH,Independent,186
BANSILAL,Independent,159
None of the Above,None of the Above,1042
