Candidate,Party,Votes
NARAYANASWAMY L N,Janata Dal (Secular),86966
VENKATASWAMY,Indian National Congress,69956
K NAGESH,Bharatiya Janata Party,9820
SRINIVAS M SANNIDHI,Independent,821
INDIRAMMA B V,Republican Party of India,625
B RAMACHANDRA,Independent,457
NAGARAJA,Ambedkarite Party of India,311
D.R.NARAYANASWAMY,Independent,280
MYATHYU MUNIYAPPA S M,Independent,247
K RAMACHANDRAPPA,All India Mahila Empowerment Party,194
NAGARAJU M,Republican Sena,181
None of the Above,None of the Above,1300
