Candidate,Party,Votes
SA. RA. MAHESH,Janata Dal (Secular),85011
D. RAVISHANKAR,Indian National Congress,83232
H. G. SHWETHA GOPALA,Bharatiya Janata Party,2716
HOSAHALLI VENKATESH,Independent,1743
VISHWANATHA H. R.,Independent,304
K. L. SWAMY,Swaraj India,264
MALLESH,Independent,196
KUMUDWATHI S.,Rani Chennamma Party,186
SHANTHAMMA (SHANTHIRAJ),All India Mahila Empowerment Party,172
None of the Above,None of the Above,1193
