Candidate,Party,Votes
HARISH POONJA,Bharatiya Janata Party,98417
K.VASANTHA BANGERA,Indian National Congress,75443
JAGANNATHA. M,All India Mahila Empowerment Party,1806
SUMATHI S HEGDE,Janata Dal (Secular),1612
VENKATESHA BENDE,Independent,654
U.M. SYED HASSAN,Independent,373
None of the Above,None of the Above,1245
