Candidate,Party,Votes
K.M SHIVALINGE GOWDA,Janata Dal (Secular),93986
G.B.SHASHIDHARA,Indian National Congress,50297
G. MARISWAMY,Bharatiya Janata Party,25258
N.C CHANDRASHEKARA,Republican Party of India (A),1354
JAGADISHA C.B,Samanya Janatha Party (Loktantrik),539
SHAHEEN,All India Mahila Empowerment Party,446
None of the Above,None of the Above,1079
