Candidate,Party,Votes
ASHVIN KUMAR.M,Janata Dal (Secular),83929
DR. H.C.MAHADEVAPPA,Indian National Congress,55451
S. SHANKAR,Bharatiya Janata Party,11812
SURENDRANATHA C.P.,Independent,470
S.CHANDRASHEKHAR,Independent,427
MAHADEVASWAMY M.,Samajwadi Party,392
B.M. SRIKANTAVARDHANA,Bharatiya Rashtriya Mahila Sarvodaya Congress,333
RENUKA R,Independent,318
SRINIVASA,All India Mahila Empowerment Party,283
M. KUMARA KRANTHI,Independent,211
None of the Above,None of the Above,1660
