Candidate,Party,Votes
V. SUNIL KUMAR,Bharatiya Janata Party,91245
GOPALA BHANDARY,Indian National Congress,48679
MAKSOOD AHAMED,All India Mahila Empowerment Party,1817
UDAY KUMAR,Bahujan Samaj Party,1348
SUMANTHA K POOJARY,Independent,554
ASHRAF ALI,Independent,539
ABDUL AZIZ,Independent,413
None of the Above,None of the Above,1340
