Candidate,Party,Votes
M.P.KUMARASWAMY,Bharatiya Janata Party,58783
MOTAMMA,Indian National Congress,46271
B.B.NINGAIAH,Janata Dal (Secular),22063
ANILKUMAR.N.G,All India Mahila Empowerment Party,988
S.VENKATESH,Independent,555
NINGAIAH,Purvanchal Mahapanchayat,397
MUNIYAPPA,Independent,346
NANJUNDA MASTER,Independent,259
ARUN KUMAR.B,Independent,187
LAXMANA,Republican Sena,148
None of the Above,None of the Above,1321
