Candidate,Party,Votes
M.S. SOMALINGAPPA,Bharatiya Janata Party,82546
B. MURALI KRISHNA,Indian National Congress,61275
HOSAMANE B. MARUTHI,Janata Dal (Secular),2482
B.M.VENKATESHA NAYAKA,Independent,1274
B. SREENIVAS,Independent,956
DODDA YALLAPPA,All India Mahila Empowerment Party,813
PARASHU RAMA,Independent,468
M.H.VEERESHAPPA HUNASEMARADAVARU,All India Forward Bloc,340
None of the Above,None of the Above,1997
