Candidate,Party,Votes
D K SHIVAKUMAR,Indian National Congress,127552
NARAYANA GOWDA,Janata Dal (Secular),47643
NANDINI GOWDA,Bharatiya Janata Party,6273
N ARUN KUMAR,Rashtriya Manav Vikas Party,1095
SHIVA KUMARA M.D,Independent,627
K.V VISHWANATH,Independent,480
B R PRAKASHA,Praja Parivartan Party,406
NARAYANA GOWDA,Independent,284
SHIVARENUKA,Independent,255
MADAIAH K Y,Independent,230
PRADEEP KUMAR H L,Independent,139
None of the Above,None of the Above,1168
