Candidate,Party,Votes
T D RAJEGOWDA,Indian National Congress,62780
D N JEEVARAJ,Bharatiya Janata Party,60791
H G VENKATESH,Janata Dal (Secular),9799
PRAVEEN KHANDYA,Independent,1294
ABRAHAM,Independent,482
M K DAYANANDA,Proutist Sarva Samaj,424
MAHESHKUMAR K V,Shivsena,275
K C PRAKASH,Independent,193
None of the Above,None of the Above,1015
