Candidate,Party,Votes
LALAJI .R. MENDON,Bharatiya Janata Party,75893
VINAY KUMAR SORAKE,Indian National Congress,63976
ANUPAMA SHENOY,Bhaarateeya Janashakthi Congress,1634
M.MANSOOR IBRAHIM,Janata Dal (Secular),1393
ABDUL RAHIMAN,All India Mahila Empowerment Party,713
None of the Above,None of the Above,839
