Candidate,Party,Votes
RAJSHEKHAR,Indian National Congress,74945
SUBHASH,Bharatiya Janata Party,43131
M NASEEMODDIN PATEL,Janata Dal (Secular),34280
ANKUSH,Bharatiya Republican Paksha,3644
ANJUM BEGUM,All India Mahila Empowerment Party,737
PRASHANT,Dr. Ambedkar People's Party,718
EKNATH,Independent,707
None of the Above,None of the Above,1173
