Candidate,Party,Votes
ABBAYYA PRASAD,Indian National Congress,77080
CHANDRASHEKAR GOKAK,Bharatiya Janata Party,55613
SHOBHA BALLARI,Bahujan Samaj Party,722
SUBHAS SHIVAPPA TEGGI,Independent,473
SAHADEVAPPA D MALAGI,All India Mahila Empowerment Party,378
BASAVARAJ SANJEEVAPPA BAJANTRI,Independent,201
GANGADHAR G PERUR,Independent,201
SARASWATHI RAYAPPA KATTIMANI,Lok Awaz Dal,169
None of the Above,None of the Above,1260
