Candidate,Party,Votes
K RAGHUPATHI BHAT,Bharatiya Janata Party,84946
PRAMOD MADHWARAJ,Indian National Congress,72902
BIRTHI GANGANDHAR BHANDARY,Janata Dal (Secular),1361
MADHUKARA MUDRADI,Shivsena,605
Y S VISHWANATH,All India Mahila Empowerment Party,401
SUDHEER KANCHAN,Independent,394
MAHESHA THADEKALLU,Independent,386
SHEKAR HAVANJE,Bharatiya Republican Paksha,321
None of the Above,None of the Above,1089
