Candidate,Party,Votes
BASANAGOUDA DADDAL,Indian National Congress,66656
TIPPARAJU HAWALDAR,Bharatiya Janata Party,56692
RAVI KUMAR PATIL,Janata Dal (Secular),34250
RAMAYYA NAYAKA,All India Mahila Empowerment Party,1273
HULIGEMMA SHIVARAJ GHANTE,Independent,1004
None of the Above,None of the Above,1806
