Candidate,Party,Votes
ARABAIL HEBBAR SHIVARAM,Indian National Congress,66290
ANDALAGI VEERABHADRAGOUDA SHIVANAGOUDA PATIL,Bharatiya Janata Party,64807
NAIK RAVINDRA A.,Janata Dal (Secular),6263
JAMAKHANDI MAHABOOBALI,Independent,524
NAGESH BHOVIWDDAR,Independent,348
SACHIN NAIK BIN CHINTAMANI,Shivsena,311
NILAPPA KHEERAPPA LAMANI,BhartiyaBahujanKranti Dal,307
None of the Above,None of the Above,1421
