Candidate,Party,Votes
M Y PATIL,Indian National Congress,71735
MALIKAYYA GUTTEDAR,Bharatiya Janata Party,61141
RAJU GOUDA REVOOR,Janata Dal (Secular),13340
RAJU RAMACHANDRA HEROOR,All India Mahila Empowerment Party,596
DIGAMBAR,Independent,590
WALI MALLAPPA,Independent,564
K M BARMA,Dr. Ambedkar People's Party,499
None of the Above,None of the Above,1243
