Candidate,Party,Votes
B NAGENDRA,Indian National Congress,79186
SANNA PAKKIRAPPA,Bharatiya Janata Party,76507
D RAMESH,Janata Dal (Secular),3212
BASAPPA GADEKAL,All India Mahila Empowerment Party,769
H PAKKIRAPPA,Independent,660
B NARAYANAPPA,Independent,401
RAGHU B,Pyramid Party of India,358
G ALIVELU,Independent,340
None of the Above,None of the Above,1695
