Candidate,Party,Votes
N.Y. GOPALAKRISHNA,Bharatiya Janata Party,50085
N.T. BOMMANNA,Janata Dal (Secular),39272
LOKESH. V. NAYAKA,Independent,29514
RAGHU GUJJAL,Indian National Congress,23316
H.VEERANNA,Communist Party of India,3414
BASAPPA. N,Sarva Janata Party,1412
H. P. SHARANAPPA,All India Mahila Empowerment Party,1035
MAHADEVAPPA,Independent,1016
G.ESHAPPA,Janata Dal (United),957
None of the Above,None of the Above,2055
